now,train,to_code,hops,sched_arr,baseline,railcast_arr,lo_arr,hi_arr,act_arr
1447.1711194833106,12925-Slip,NDLS,14,2080.0,2230.933238775815,2161.0105097836013,2130.4248210334563,2187.095338196102,2159.204769684909
1477.1711194833106,12925-Slip,NDLS,14,2080.0,2229.2310533009468,2182.604841399449,2153.4432118490395,2209.340434065983,2159.204769684909
1507.1711194833106,12925-Slip,NDLS,13,2080.0,2224.629268186106,2161.797194008752,2137.6232342056624,2186.2522807217224,2159.204769684909
1537.1711194833106,12925-Slip,NDLS,12,2080.0,2203.3789257344915,2173.2434866894932,2146.9993370330963,2198.672473100977,2159.204769684909
1567.1711194833106,12925-Slip,NDLS,12,2080.0,2205.981386841082,2175.6385655358313,2149.345457598729,2203.587989240804,2159.204769684909
1597.1711194833106,12925-Slip,NDLS,11,2080.0,2211.047838864914,2179.028222114189,2153.8816756894266,2205.3322218327394,2159.204769684909
1627.1711194833106,12925-Slip,NDLS,11,2080.0,2208.1897385931734,2168.63125428898,2143.1541859977633,2195.400604234018,2159.204769684909
1657.1711194833106,12925-Slip,NDLS,10,2080.0,2211.165534566704,2158.1325069845143,2133.929006510148,2184.2111679986883,2159.204769684909
1687.1711194833106,12925-Slip,NDLS,10,2080.0,2205.6867871458862,2175.51325250015,2150.943515528823,2199.9301503831302,2159.204769684909
1717.1711194833106,12925-Slip,NDLS,9,2080.0,2196.785999111892,2167.9182867163972,2142.34480047473,2188.1104327564303,2159.204769684909
1747.1711194833106,12925-Slip,NDLS,9,2080.0,2190.147689116895,2162.8954603812563,2138.6000236394184,2183.4186990939843,2159.204769684909
1777.1711194833106,12925-Slip,NDLS,8,2080.0,2184.9154268987872,2147.4539902405427,2128.339328515386,2168.070819936199,2159.204769684909
1807.1711194833106,12925-Slip,NDLS,8,2080.0,2177.0724641135375,2143.5041456735257,2126.6858335287034,2163.21395073276,2159.204769684909
1837.1711194833106,12925-Slip,NDLS,7,2080.0,2179.082171339422,2138.425063856519,2121.4037248475443,2159.398264639836,2159.204769684909
1867.1711194833106,12925-Slip,NDLS,6,2080.0,2194.262530852986,2137.9567394710884,2120.7947209323606,2157.375082155514,2159.204769684909
1897.1711194833106,12925-Slip,NDLS,5,2080.0,2193.6798737214312,2140.7387082703435,2122.1384797071887,2160.24750144948,2159.204769684909
1927.1711194833106,12925-Slip,NDLS,5,2080.0,2194.4711217058457,2147.620379463658,2126.7117299914867,2160.6766318546343,2159.204769684909
1957.1711194833106,12925-Slip,NDLS,4,2080.0,2168.1508741359166,2153.7140985511633,2132.756737690084,2167.599974914101,2159.204769684909
1987.1711194833106,12925-Slip,NDLS,3,2080.0,2153.4171042685844,2140.711989477779,2124.76209370737,2153.130273229769,2159.204769684909
2017.1711194833106,12925-Slip,NDLS,3,2080.0,2156.19440509565,2131.245688908563,2117.7504838701725,2142.8600950144155,2159.204769684909
2047.1711194833106,12925-Slip,NDLS,3,2080.0,2159.91043917434,2155.7970058313213,2137.3732223768407,2169.5632489805203,2159.204769684909
2077.1711194833106,12925-Slip,NDLS,3,2080.0,2177.497194733613,2163.5031296096813,2148.2052579705237,2177.495173811189,2159.204769684909
2107.1711194833106,12925-Slip,NDLS,3,2080.0,2189.852340900524,2158.050952297044,2146.1425923058614,2172.579255812988,2159.204769684909
2137.1711194833106,12925-Slip,NDLS,2,2080.0,2192.870529200417,2156.369473122979,2146.384180242063,2167.5324640924628,2159.204769684909
697.1711194833106,12925-Slip,NZM,25,2043.0,2043.0,2163.3479702892037,2141.4531954118597,2194.2741475259672,2151.5410817707457
727.1711194833106,12925-Slip,NZM,24,2043.0,2043.0,2163.2412279286737,2138.4835916505326,2195.643335732536,2151.5410817707457
757.1711194833106,12925-Slip,NZM,23,2043.0,2043.0,2108.5662287118253,2080.428046067713,2145.9856013936665,2151.5410817707457
787.1711194833106,12925-Slip,NZM,23,2043.0,2054.2985354432994,2129.1641405403075,2092.9957556383065,2160.757952000599,2151.5410817707457
817.1711194833106,12925-Slip,NZM,23,2043.0,2064.955431248674,2145.5284342066893,2100.926617314982,2175.708982655484,2151.5410817707457
847.1711194833106,12925-Slip,NZM,22,2043.0,2070.33758628564,2151.9371170676295,2100.8959005031,2179.867352349803,2151.5410817707457
877.1711194833106,12925-Slip,NZM,22,2043.0,2080.0925197596407,2131.9536215331723,2083.298196201971,2158.2544430861,2151.5410817707457
907.1711194833106,12925-Slip,NZM,21,2043.0,2092.893391007644,2143.043615408232,2096.7831683813633,2171.366206579512,2151.5410817707457
937.1711194833106,12925-Slip,NZM,21,2043.0,2088.5917486272665,2147.5058675749056,2095.1760685237527,2174.4130857295386,2151.5410817707457
967.1711194833106,12925-Slip,NZM,20,2043.0,2115.1029116749523,2149.599415836895,2102.508650403365,2177.9668127056293,2151.5410817707457
997.1711194833106,12925-Slip,NZM,20,2043.0,2139.551394101389,2127.0205462756667,2091.676911258586,2158.9377680237194,2151.5410817707457
1027.1711194833106,12925-Slip,NZM,19,2043.0,2151.55553904888,2118.091291063236,2084.269585055685,2151.005554963843,2151.5410817707457
1057.1711194833106,12925-Slip,NZM,19,2043.0,2164.437827959837,2141.5724976450047,2106.5277025004825,2185.3708277562696,2151.5410817707457
1087.1711194833106,12925-Slip,NZM,18,2043.0,2177.3451504011728,2127.1352116141998,2091.5373652233916,2170.770975033761,2151.5410817707457
1117.1711194833106,12925-Slip,NZM,18,2043.0,2187.1545465079234,2119.9275392298696,2085.410625141173,2162.0448768049746,2151.5410817707457
1147.1711194833106,12925-Slip,NZM,17,2043.0,2191.575242619784,2122.2805834666656,2088.9867190988225,2162.0579773961745,2151.5410817707457
1177.1711194833106,12925-Slip,NZM,17,2043.0,2181.625083034016,2121.2616430943067,2086.3607164143814,2158.1246190063503,2151.5410817707457
1207.1711194833106,12925-Slip,NZM,17,2043.0,2196.541571065218,2134.2487918607253,2098.3830891852563,2177.097156217281,2151.5410817707457
1237.1711194833106,12925-Slip,NZM,16,2043.0,2193.9058757172334,2125.5353000969944,2088.7133192894416,2161.5719700954464,2151.5410817707457
1267.1711194833106,12925-Slip,NZM,16,2043.0,2187.8533086190773,2139.44474830958,2099.9901236869573,2172.4087461041486,2151.5410817707457
1297.1711194833106,12925-Slip,NZM,16,2043.0,2189.208104824147,2154.4575146038887,2113.289160691548,2185.3357644531466,2151.5410817707457
1327.1711194833106,12925-Slip,NZM,15,2043.0,2194.5443804861825,2160.5042245631794,2123.3511756065186,2191.2123476371285,2151.5410817707457
1357.1711194833106,12925-Slip,NZM,15,2043.0,2201.9668412268593,2155.398628273939,2118.2420447787467,2182.4863866437986,2151.5410817707457
1387.1711194833106,12925-Slip,NZM,14,2043.0,2204.5022767044006,2157.8083365425177,2122.4554559136354,2185.066494491492,2151.5410817707457
1417.1711194833106,12925-Slip,NZM,13,2043.0,2214.924320282474,2138.029875887495,2105.9459185247583,2165.1138237896457,2151.5410817707457
1447.1711194833106,12925-Slip,NZM,13,2043.0,2193.933238775815,2150.150442993599,2120.3565271998477,2176.5628933676467,2151.5410817707457
1477.1711194833106,12925-Slip,NZM,13,2043.0,2192.2310533009468,2166.280942873981,2135.546778128411,2192.7539966664463,2151.5410817707457
1507.1711194833106,12925-Slip,NZM,12,2043.0,2187.629268186106,2148.886701629233,2124.0685679203234,2173.636510424863,2151.5410817707457
1537.1711194833106,12925-Slip,NZM,11,2043.0,2166.3789257344915,2161.1921882447623,2135.9336203849225,2187.3179856707034,2151.5410817707457
1567.1711194833106,12925-Slip,NZM,11,2043.0,2168.981386841082,2166.8602695225327,2139.431081173409,2191.661486151033,2151.5410817707457
1597.1711194833106,12925-Slip,NZM,10,2043.0,2174.047838864914,2171.438900743081,2144.157746090623,2194.5662832830367,2151.5410817707457
1627.1711194833106,12925-Slip,NZM,10,2043.0,2171.1897385931734,2159.4549737982748,2133.4318879860316,2185.587867999395,2151.5410817707457
1657.1711194833106,12925-Slip,NZM,9,2043.0,2174.165534566704,2149.041703958541,2124.5925560460823,2175.4818125946713,2151.5410817707457
1687.1711194833106,12925-Slip,NZM,9,2043.0,2168.6867871458862,2164.1034162456,2138.0443466487145,2190.7312180355234,2151.5410817707457
1717.1711194833106,12925-Slip,NZM,8,2043.0,2159.785999111892,2157.742715848448,2131.150222355611,2179.676559630349,2151.5410817707457
1747.1711194833106,12925-Slip,NZM,8,2043.0,2153.147689116895,2153.524468270943,2128.445560976402,2174.635824035676,2151.5410817707457
1777.1711194833106,12925-Slip,NZM,7,2043.0,2147.9154268987872,2138.4360275628305,2118.900081886092,2158.716791698378,2151.5410817707457
1807.1711194833106,12925-Slip,NZM,7,2043.0,2140.0724641135375,2134.5166651268214,2117.334270939744,2154.311962320037,2151.5410817707457
1837.1711194833106,12925-Slip,NZM,6,2043.0,2142.082171339422,2129.1034929777466,2112.2428821768644,2149.319470337555,2151.5410817707457
1867.1711194833106,12925-Slip,NZM,5,2043.0,2157.262530852986,2128.7261158858223,2111.7513553013578,2148.0327195596024,2151.5410817707457
1897.1711194833106,12925-Slip,NZM,4,2043.0,2156.6798737214312,2131.599891012595,2112.88528717652,2150.9188473645345,2151.5410817707457
1927.1711194833106,12925-Slip,NZM,4,2043.0,2157.4711217058457,2138.449854057304,2118.792895206865,2151.05762418764,2151.5410817707457
1957.1711194833106,12925-Slip,NZM,3,2043.0,2131.1508741359166,2144.7594308354123,2122.9139312374236,2158.1326873913376,2151.5410817707457
1987.1711194833106,12925-Slip,NZM,2,2043.0,2116.4171042685844,2131.52031060181,2114.9573992200567,2143.2925260962656,2151.5410817707457
2017.1711194833106,12925-Slip,NZM,2,2043.0,2119.19440509565,2121.6925712008792,2107.709166147969,2133.504713012231,2151.5410817707457
2047.1711194833106,12925-Slip,NZM,2,2043.0,2122.91043917434,2145.1333825197216,2126.537778809791,2159.409009671595,2151.5410817707457
2077.1711194833106,12925-Slip,NZM,2,2043.0,2140.497194733613,2152.484630784186,2137.4862196781137,2165.6933210421394,2151.5410817707457
2107.1711194833106,12925-Slip,NZM,2,2043.0,2152.852340900524,2148.2035397298187,2136.628845493923,2162.3380905147787,2151.5410817707457
2137.1711194833106,12925-Slip,NZM,1,2043.0,2155.870529200417,2147.802758180987,2137.6424359012526,2156.822436126223,2151.5410817707457
697.1711194833106,12925-Slip,FDB,24,2009.0,2009.0,2144.6633220456397,2109.5012552074236,2176.9152050107286,2121.2746919538613
727.1711194833106,12925-Slip,FDB,23,2009.0,2009.0,2144.2976597084,2107.979809615724,2180.7553595446443,2121.2746919538613
757.1711194833106,12925-Slip,FDB,22,2009.0,2009.0,2084.4919749932264,2049.645874604168,2124.7760439751673,2121.2746919538613
787.1711194833106,12925-Slip,FDB,22,2009.0,2020.2985354432994,2109.6131766800954,2065.8140034507305,2143.3240953764516,2121.2746919538613
817.1711194833106,12925-Slip,FDB,22,2009.0,2030.955431248674,2128.1730970495205,2078.143186756859,2158.6565326854043,2121.2746919538613
847.1711194833106,12925-Slip,FDB,21,2009.0,2036.3375862856399,2132.4815749020604,2081.511540149499,2162.8828434648185,2121.2746919538613
877.1711194833106,12925-Slip,FDB,21,2009.0,2046.0925197596407,2112.5378238056132,2064.429311687547,2140.815803106607,2121.2746919538613
907.1711194833106,12925-Slip,FDB,20,2009.0,2058.893391007644,2123.119075957936,2076.758506004659,2154.1094884647173,2121.2746919538613
937.1711194833106,12925-Slip,FDB,20,2009.0,2054.5917486272665,2128.5328826040304,2077.180635953916,2157.6451835011017,2121.2746919538613
967.1711194833106,12925-Slip,FDB,19,2009.0,2081.1029116749523,2130.280429944374,2086.553088829818,2160.623999092156,2121.2746919538613
997.1711194833106,12925-Slip,FDB,19,2009.0,2105.551394101389,2109.329419753197,2073.6681542415813,2140.617576364218,2121.2746919538613
1027.1711194833106,12925-Slip,FDB,18,2009.0,2117.55553904888,2101.3515198404866,2063.109798760031,2133.594264134143,2121.2746919538613
1057.1711194833106,12925-Slip,FDB,18,2009.0,2130.437827959837,2119.831817640714,2080.646000214717,2160.087418583135,2121.2746919538613
1087.1711194833106,12925-Slip,FDB,17,2009.0,2143.3451504011728,2109.4325328695554,2071.934293548869,2148.60363214719,2121.2746919538613
1117.1711194833106,12925-Slip,FDB,17,2009.0,2153.1545465079234,2103.8859255693637,2067.367309562247,2140.9691484232603,2121.2746919538613
1147.1711194833106,12925-Slip,FDB,16,2009.0,2157.575242619784,2104.7991522328566,2068.2908047219744,2141.0966494505333,2121.2746919538613
1177.1711194833106,12925-Slip,FDB,16,2009.0,2147.625083034016,2104.195088865448,2065.9421840721348,2138.4603758237777,2121.2746919538613
1207.1711194833106,12925-Slip,FDB,16,2009.0,2162.541571065218,2116.580366210108,2078.9949221510856,2153.219242360544,2121.2746919538613
1237.1711194833106,12925-Slip,FDB,15,2009.0,2159.9058757172334,2108.162864361454,2072.624854727872,2140.282464573719,2121.2746919538613
1267.1711194833106,12925-Slip,FDB,15,2009.0,2153.8533086190773,2118.2482385210947,2083.428835033528,2150.6695026860502,2121.2746919538613
1297.1711194833106,12925-Slip,FDB,15,2009.0,2155.208104824147,2132.4673968629754,2095.4047517964814,2163.217762470582,2121.2746919538613
1327.1711194833106,12925-Slip,FDB,14,2009.0,2160.5443804861825,2136.0676112833144,2100.229923874666,2166.221512937822,2121.2746919538613
1357.1711194833106,12925-Slip,FDB,14,2009.0,2167.9668412268593,2132.48188605587,2098.8744286171514,2159.3466792367644,2121.2746919538613
1387.1711194833106,12925-Slip,FDB,13,2009.0,2170.5022767044006,2134.1065786320896,2099.6976315264137,2161.169464891071,2121.2746919538613
1417.1711194833106,12925-Slip,FDB,12,2009.0,2180.924320282474,2118.413041726675,2085.9655683464366,2145.1710574258486,2121.2746919538613
1447.1711194833106,12925-Slip,FDB,12,2009.0,2159.933238775815,2129.361717862741,2100.642299558298,2152.7743477945714,2121.2746919538613
1477.1711194833106,12925-Slip,FDB,12,2009.0,2158.2310533009468,2140.0760974681507,2113.2508725192056,2161.3685286635073,2121.2746919538613
1507.1711194833106,12925-Slip,FDB,11,2009.0,2153.629268186106,2126.308795695627,2104.765850221506,2148.425573186503,2121.2746919538613
1537.1711194833106,12925-Slip,FDB,10,2009.0,2132.3789257344915,2137.398290720587,2112.226440215078,2161.7362727836517,2121.2746919538613
1567.1711194833106,12925-Slip,FDB,10,2009.0,2134.981386841082,2141.7968172335286,2115.014643305083,2168.1337721808227,2121.2746919538613
1597.1711194833106,12925-Slip,FDB,9,2009.0,2140.047838864914,2144.958495065029,2115.8699095412967,2172.3334642602003,2121.2746919538613
1627.1711194833106,12925-Slip,FDB,9,2009.0,2137.1897385931734,2133.2029845789984,2106.363638195926,2161.746240851794,2121.2746919538613
1657.1711194833106,12925-Slip,FDB,8,2009.0,2140.165534566704,2125.950253191431,2099.7630319177933,2153.5891084425325,2121.2746919538613
1687.1711194833106,12925-Slip,FDB,8,2009.0,2134.6867871458862,2136.4220731200676,2110.2049375177344,2162.57165828717,2121.2746919538613
1717.1711194833106,12925-Slip,FDB,7,2009.0,2125.785999111892,2134.3798975276495,2107.6422203936786,2156.1071076081766,2121.2746919538613
1747.1711194833106,12925-Slip,FDB,7,2009.0,2119.147689116895,2132.504265755004,2108.3264792134805,2153.807145455811,2121.2746919538613
1777.1711194833106,12925-Slip,FDB,6,2009.0,2113.9154268987872,2119.37992721543,2100.882301386055,2139.518903500827,2121.2746919538613
1807.1711194833106,12925-Slip,FDB,6,2009.0,2106.0724641135375,2114.93074476164,2098.6252741254993,2133.903209524353,2121.2746919538613
1837.1711194833106,12925-Slip,FDB,5,2009.0,2108.082171339422,2108.784790284112,2092.9888082715993,2128.11917607764,2121.2746919538613
1867.1711194833106,12925-Slip,FDB,4,2009.0,2123.262530852986,2107.796176686147,2091.6546101119866,2124.876207970564,2121.2746919538613
1897.1711194833106,12925-Slip,FDB,3,2009.0,2122.6798737214312,2109.019712523238,2093.2446197650934,2126.098149426804,2121.2746919538613
1927.1711194833106,12925-Slip,FDB,3,2009.0,2123.4711217058457,2115.880604408643,2097.850832914376,2127.7100390841165,2121.2746919538613
1957.1711194833106,12925-Slip,FDB,2,2009.0,2097.1508741359166,2123.7312081745845,2102.924084358881,2137.4294190895857,2121.2746919538613
1987.1711194833106,12925-Slip,FDB,1,2009.0,2082.4171042685844,2110.633787237738,2094.595779258155,2122.6645929150513,2121.2746919538613
2017.1711194833106,12925-Slip,FDB,1,2009.0,2085.19440509565,2102.4649838036416,2089.456023994233,2112.988105418545,2121.2746919538613
2047.1711194833106,12925-Slip,FDB,1,2009.0,2088.91043917434,2123.844087505815,2105.364555548851,2136.330710323321,2121.2746919538613
2077.1711194833106,12925-Slip,FDB,1,2009.0,2106.497194733613,2124.78972780904,2111.574223406146,2136.459960177321,2121.2746919538613
2107.1711194833106,12925-Slip,FDB,1,2009.0,2118.852340900524,2122.77216839175,2112.010126809739,2130.98754803936,2121.2746919538613
697.1711194833106,12925-Slip,MTJ,23,1905.0,1905.0,1978.3006027163394,1937.994615118006,2013.6449341853652,1978.220967725235
727.1711194833106,12925-Slip,MTJ,22,1905.0,1905.0,1980.1665868022644,1937.4059775836736,2017.1722902813397,1978.220967725235
757.1711194833106,12925-Slip,MTJ,21,1905.0,1905.0,1938.0539547742326,1898.719061022694,1978.4878171698654,1978.220967725235
787.1711194833106,12925-Slip,MTJ,21,1905.0,1916.2985354432994,1980.8938001796657,1938.9105620357336,2014.798112367046,1978.220967725235
817.1711194833106,12925-Slip,MTJ,21,1905.0,1926.955431248674,1982.0303528089328,1940.7016091628984,2012.6708002835082,1978.220967725235
847.1711194833106,12925-Slip,MTJ,20,1905.0,1932.3375862856399,1977.1744122139294,1937.6314272931486,2008.9488774135575,1978.220967725235
877.1711194833106,12925-Slip,MTJ,20,1905.0,1942.0925197596407,1978.37899660283,1938.173870104519,2009.0555444861523,1978.220967725235
907.1711194833106,12925-Slip,MTJ,19,1905.0,1954.8933910076437,1976.4462922963744,1934.773074419128,2007.229158425498,1978.220967725235
937.1711194833106,12925-Slip,MTJ,19,1905.0,1950.5917486272665,1997.7730722398742,1948.5928518336877,2029.5979266551758,1978.220967725235
967.1711194833106,12925-Slip,MTJ,18,1905.0,1977.1029116749523,1987.1268066881526,1941.9799930920162,2013.5134510662488,1978.220967725235
997.1711194833106,12925-Slip,MTJ,18,1905.0,2001.5513941013892,1987.0967401095031,1944.383046999424,2020.9767709818643,1978.220967725235
1027.1711194833106,12925-Slip,MTJ,17,1905.0,2013.55553904888,1988.5308534230987,1947.1532717580199,2021.5658372024118,1978.220967725235
1057.1711194833106,12925-Slip,MTJ,17,1905.0,2026.4378279598366,1995.8994052972573,1954.2649535535807,2037.3290512284898,1978.220967725235
1087.1711194833106,12925-Slip,MTJ,16,1905.0,2039.3451504011728,1998.7516537045553,1956.3774572480334,2039.4012530340547,1978.220967725235
1117.1711194833106,12925-Slip,MTJ,16,1905.0,2049.1545465079234,1995.5310283575147,1953.4582010649215,2033.1801641177285,1978.220967725235
1147.1711194833106,12925-Slip,MTJ,15,1905.0,2053.575242619784,2004.64268335907,1962.493434035025,2039.5460699494097,1978.220967725235
1177.1711194833106,12925-Slip,MTJ,15,1905.0,2043.6250830340157,2001.172351801074,1961.47152177103,2035.5118105293623,1978.220967725235
1207.1711194833106,12925-Slip,MTJ,15,1905.0,2058.541571065218,1986.6040424737578,1953.1640096976255,2018.9297042669605,1978.220967725235
1237.1711194833106,12925-Slip,MTJ,14,1905.0,2055.9058757172334,1992.3094252193812,1960.1024035658052,2021.7850521503165,1978.220967725235
1267.1711194833106,12925-Slip,MTJ,14,1905.0,2049.8533086190773,1995.704230169921,1962.7172206714395,2021.0756795028117,1978.220967725235
1297.1711194833106,12925-Slip,MTJ,14,1905.0,2051.208104824147,1994.0281810131046,1961.1371774997533,2016.7249420682897,1978.220967725235
1327.1711194833106,12925-Slip,MTJ,13,1905.0,2056.5443804861825,1987.4447653072484,1956.9127217062437,2011.512968573366,1978.220967725235
1357.1711194833106,12925-Slip,MTJ,13,1905.0,2063.9668412268593,1996.476664673914,1967.8987447486543,2021.3015766929207,1978.220967725235
1387.1711194833106,12925-Slip,MTJ,12,1905.0,2066.5022767044006,1990.23849316067,1960.8128608360448,2011.880747527277,1978.220967725235
1417.1711194833106,12925-Slip,MTJ,11,1905.0,2076.924320282474,1993.305933211926,1965.39881913238,2016.296912963302,1978.220967725235
1447.1711194833106,12925-Slip,MTJ,11,1905.0,2055.933238775815,1999.9641764313792,1976.8227713999877,2023.2435839099749,1978.220967725235
1477.1711194833106,12925-Slip,MTJ,11,1905.0,2054.2310533009468,1993.9258080676173,1971.8802181587582,2015.2626430293878,1978.220967725235
1507.1711194833106,12925-Slip,MTJ,10,1905.0,2049.629268186106,1992.0934687763524,1970.4238672260763,2013.132634100159,1978.220967725235
1537.1711194833106,12925-Slip,MTJ,9,1905.0,2028.3789257344918,1994.5303330449105,1970.3588509212514,2016.817660712066,1978.220967725235
1567.1711194833106,12925-Slip,MTJ,9,1905.0,2030.981386841082,1986.1345081439804,1964.1605404502884,2010.0004892903166,1978.220967725235
1597.1711194833106,12925-Slip,MTJ,8,1905.0,2036.047838864914,1980.70118297119,1961.3258767014509,2004.7303713797442,1978.220967725235
1627.1711194833106,12925-Slip,MTJ,8,1905.0,2033.1897385931734,1976.0760238188846,1956.7234950775564,2001.7802927346406,1978.220967725235
1657.1711194833106,12925-Slip,MTJ,7,1905.0,2036.1655345667039,1980.3247740564166,1962.5255855096498,2004.4912487608733,1978.220967725235
1687.1711194833106,12925-Slip,MTJ,7,1905.0,2030.6867871458862,1980.523726652646,1965.1566309034765,2001.602815618329,1978.220967725235
1717.1711194833106,12925-Slip,MTJ,6,1905.0,2021.785999111892,1977.4488019380533,1964.0400686304247,1994.86484507976,1978.220967725235
1747.1711194833106,12925-Slip,MTJ,6,1905.0,2015.1476891168948,1975.2755673762872,1962.5206207268607,1994.8692360874256,1978.220967725235
1777.1711194833106,12925-Slip,MTJ,5,1905.0,2009.9154268987872,1972.6921035115386,1962.3862298643025,1990.9943438093237,1978.220967725235
1807.1711194833106,12925-Slip,MTJ,5,1905.0,2002.0724641135373,1979.4422234990466,1968.499562636772,1992.9712351723724,1978.220967725235
1837.1711194833106,12925-Slip,MTJ,4,1905.0,2004.082171339422,1983.2858689824702,1971.5445972265104,1993.8767429780717,1978.220967725235
1867.1711194833106,12925-Slip,MTJ,3,1905.0,2019.2625308529857,1976.3237390480185,1964.9300830718046,1985.7828499484312,1978.220967725235
1897.1711194833106,12925-Slip,MTJ,2,1905.0,2018.6798737214312,1970.3221103007227,1957.7291371516967,1978.5882477554976,1978.220967725235
1927.1711194833106,12925-Slip,MTJ,2,1905.0,2019.4711217058457,1980.8769787716226,1965.583218501951,1988.9321301459809,1978.220967725235
1957.1711194833106,12925-Slip,MTJ,1,1905.0,1993.1508741359166,1983.427189363873,1966.640132681784,1988.0714114386574,1978.220967725235
697.1711194833106,12925-Slip,BTE,22,1813.0,1813.0,1954.0946939783287,1907.845586692187,1985.1428129007631,1932.97304565336
727.1711194833106,12925-Slip,BTE,21,1813.0,1813.0,1951.986768019875,1904.7853107205192,1988.271264604904,1932.97304565336
757.1711194833106,12925-Slip,BTE,20,1813.0,1813.0,1889.439845632025,1847.2598675213014,1928.2211427661591,1932.97304565336
787.1711194833106,12925-Slip,BTE,20,1813.0,1824.2985354432994,1923.5627331969404,1878.3784915345486,1954.8549161532005,1932.97304565336
817.1711194833106,12925-Slip,BTE,20,1813.0,1834.955431248674,1936.236387623463,1892.7082273290648,1966.8941165446681,1932.97304565336
847.1711194833106,12925-Slip,BTE,19,1813.0,1840.3375862856399,1937.556276775269,1896.0005887450038,1973.0570644288737,1932.97304565336
877.1711194833106,12925-Slip,BTE,19,1813.0,1850.0925197596407,1944.5652146791206,1899.1772816698426,1978.193494572206,1932.97304565336
907.1711194833106,12925-Slip,BTE,18,1813.0,1862.8933910076437,1946.5663787217095,1898.7371018660506,1975.6647783337903,1932.97304565336
937.1711194833106,12925-Slip,BTE,18,1813.0,1858.5917486272665,1965.2685046411202,1905.385817531215,1990.0585931795736,1932.97304565336
967.1711194833106,12925-Slip,BTE,17,1813.0,1885.1029116749523,1957.1639492795575,1905.1041096599645,1977.9359058486557,1932.97304565336
